place_id,menu_name,menu_tag,description,price,price_raw
1baf3b21-ff47-5b88-989d-ab78b847fe16,"육류,고기요리서구 풍암동",,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"리뷰 1,151",,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 310m,,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,천지유삼계탕,,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"백숙,삼계탕서구 금호동",,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"리뷰 1,081",,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 260m,,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이전,,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,현재,,,1,1
1baf3b21-ff47-5b88-989d-ab78b847fe16,전체,,,4,4
1baf3b21-ff47-5b88-989d-ab78b847fe16,다음,,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,알고 계신 정보와 다른 정보가 있나요?,,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,사진으로 간단하게 제보해 주세요.,,,,
